no,kios,district,name,location,address,rests,lat,lon,new,type,newtype
211,211,대덕구,석봉문화센터,,대덕구 석봉동 184-1,,36.447149,127.426479,기존,주거지,기존주거지
212,212,대덕구,대덕구보건소4가,,대덕구 덕암동 12-1,,36.443783,127.424982,기존,주거지,기존주거지
213,213,유성구,송림4가,,유성구 하기동 516,,36.387304,127.32054,기존,주거지,기존주거지
214,214,유성구,외삼4가(반석6단지앞),,유성구 반석동 613,,36.394319,127.309015,기존,주거지,기존주거지
215,215,유성구,지족초등학교 앞,,유성구 지족동 853,,36.379119,127.316717,기존,주거지,기존주거지
216,216,서구,건양대학교병원입구,,서구 관저동 1900,,36.306499,127.342583,기존,주거지,기존주거지
217,217,서구,초록마을 아파트 3단지,,서구 복수동 613,,36.300506,127.378971,기존,주거지,기존주거지
218,218,중구,충대병원입구 건너편,,중구 대사동 248-29,,36.315733,127.418256,기존,주거지,기존주거지
219,219,중구,문화초등학교4가,,중구 유천동 168-8,,36.313064,127.39958,기존,주거지,기존주거지
220,220,중구,머티4가,,중구 산성동 160-9,,36.309132,127.388158,기존,주거지,기존주거지
221,221,서구,갈마중입구(버스정류장),,서구 갈마동 338-1,,36.349302,127.368634,기존,주거지,기존주거지
222,222,서구,갈마아파트 한마음동산,,서구 갈마동 392-6,,36.344121,127.368018,기존,주거지,기존주거지
223,223,대덕구,가양비래공원네거리,,대덕구 비래동 47-1,,36.353772,127.455321,기존,주거지,기존주거지
224,224,서구,정림삼거리,,서구 정림동 497,,36.307058,127.363826,기존,주거지,기존주거지
225,225,동구,대전보건대,,동구 가양동 88-1,,36.349065,127.451889,기존,주거지,기존주거지
226,226,유성구,대정동모다아울렛,,유성구 대정동 303-2,,36.312652,127.31914,기존,주거지,기존주거지
227,227,중구,뿌리공원 근처 복수교,,중구 사정동,,36.299396,127.383089,신설,공원,신설공원
228,228,동구,판암동 복지회관,,동구 판암동,,36.316466,127.458787,신설,주거지,신설주거지
229,229,동구,판암동 5단지,,동구 판암동,,36.322786,127.458973,신설,주거지,신설주거지
230,230,유성구,충남대,,유성구 궁동,,36.370229,127.345955,신설,상업지구,신설상업지구
231,231,유성구,장대네거리(유성고속버스터미널 앞),,유성구 장대동,,36.360883,127.335718,신설,상업지구,신설상업지구
232,232,동구,낭월동(산내 주민센터),,동구 낭월동,,36.28207,127.467885,신설,주거지,신설주거지
233,233,동구,가양동,,동구 가양동,,36.347932,127.448563,신설,주거지,신설주거지
234,234,동구,판암2동,,동구 판암2동,,36.320435,127.451001,신설,주거지,신설주거지
235,235,동구,용운동,,동구 용운동,,36.327898,127.461765,신설,주거지,신설주거지
236,236,서구,느리울초교,,서구 관저동,,36.298446,127.344364,신설,주거지,신설주거지
237,237,서구,느리울12단지,,서구 관저동,,36.297772,127.34239,신설,주거지,신설주거지
238,238,서구,배재대학교,,서구 도마2동 439-6,,36.320857,127.366176,신설,상업지구,신설상업지구
239,239,대덕구,와동(한국수자원공사),,대덕구 와동,,36.397158,127.426809,신설,주거지,신설주거지
240,240,동구,노블레스타워 부근 석교동에서 운전면허시험장,,동구 석교동,,36.28583,127.462293,신설,상업지구,신설상업지구
241,241,유성구,노은3지구 아파트단지 정류장쪽,,유성구 지족동,,36.375969,127.305553,신설,주거지,신설주거지
242,242,유성구,용산동,,유성구 용산동,,36.418687,127.395968,신설,주거지,신설주거지
243,243,유성구,탑립동,,유성구 탑립동,,36.413704,127.403298,신설,주거지,신설주거지
244,244,서구,정림동,,서구 정림동,,36.302514,127.365925,신설,주거지,신설주거지
245,245,서구,내동 안골네거리,,서구 내동,,36.3341,127.371816,신설,상업지구,신설상업지구
246,246,유성구,신성동,,유성구 신성동,,36.386029,127.348015,신설,주거지,신설주거지
247,247,서구,복수동,,서구 복수동,,36.308386,127.373912,신설,주거지,신설주거지
248,248,서구,,,관저 5지구 천년나무아파트근처 가수원4거리,,36.305371,127.353318,신설,상업지구,신설상업지구
249,249,중구,,,대전한밭운동장앞,,36.3164,127.432911,신설,공원,신설공원
250,250,유성구,,,유성선병원,,36.376283,127.323814,신설,상업지구,신설상업지구
251,251,유성구,,,유성구 죽동 유성경찰서,,36.3783,127.325755,신설,상업지구,신설상업지구
252,252,동구,,,효동현대아파트,,36.318272,127.440768,신설,주거지,신설주거지
253,253,대덕구,,,대덕구 읍내동현대아파트앞,,36.379774,127.423588,신설,주거지,신설주거지
254,254,대덕구,,,대덕구 송촌동 송촌성당219-1,,36.3617,127.445246,신설,상업지구,신설상업지구
255,255,대덕구,,,대덕구 덕암동 톨게이트앞 행복한마을@앞,,36.438393,127.423048,신설,주거지,신설주거지
256,256,대덕구,,,대덕구 덕암동 맥도날드,,36.432862,127.423139,신설,상업지구,신설상업지구
257,257,대덕구,,,대덕구 석봉동 보건소4거리,,36.445019,127.426281,신설,상업지구,신설상업지구
258,258,대덕구,,,대덕구 상서동 173-3 대창아파트 ~KT&G신탄진공장 중간,,36.426801,127.42417,신설,주거지,신설주거지
259,259,대덕구,,,대덕구 오정동 주민센타 편의점,,36.353436,127.409904,신설,주거지,신설주거지
260,260,대덕구,,,대덕구 오정동 농수산시장앞,,36.358899,127.407888,신설,상업지구,신설상업지구
261,261,동구,,,동구 가양동 현대서비스4거리,,36.345176,127.445751,신설,상업지구,신설상업지구
262,262,동구,,,동구 비래동 금성백조@,,36.358562,127.450156,신설,주거지,신설주거지
263,263,동구,,,동구 명석고등학교,,36.353082,127.453841,신설,주거지,신설주거지
264,264,동구,,,동구 대성동3거리,,36.296217,127.460253,신설,상업지구,신설상업지구
265,265,동구,,,동구 대동 407-1,,36.33192,127.444362,신설,상업지구,신설상업지구
266,266,동구,,,동구 낭월동 새마을금고,,36.283577,127.46624,신설,상업지구,신설상업지구
267,267,동구,,,동구 낭월동 석천들마을조고아파트앞 낭월동715,,36.27773,127.467392,신설,주거지,신설주거지
268,268,동구,,,동구 용운동 주민센타,,36.328325,127.461547,신설,주거지,신설주거지
269,269,동구,,,동구 용운동 752 gs편의점근처,,36.332815,127.454856,신설,상업지구,신설상업지구
270,270,중구,,,중구 문화동 대문중학교앞,,36.308095,127.401036,신설,주거지,신설주거지
271,271,중구,,,중구 산성동 주민센타,,36.306279,127.386834,신설,주거지,신설주거지
272,272,중구,,,중구 사정동 517 우남스타원앞 근처,,36.296943,127.384596,신설,상업지구,신설상업지구
273,273,중구,,,중구 옥계동 151-2 신협앞,,36.293937,127.397722,신설,상업지구,신설상업지구
274,274,서구,,,서구 가수원역앞,,36.298834,127.355805,신설,상업지구,신설상업지구
275,275,서구,,,서구 정림동3거리 남대전농협,,36.307664,127.364453,신설,상업지구,신설상업지구
276,276,서구,,,서구 정림동 703 (백목련@),,36.303095,127.363409,신설,주거지,신설주거지
277,277,서구,,,서구 도미동 (서대전여고앞 도솔공원입구 4거리),,36.326203,127.370326,신설,상업지구,신설상업지구
278,278,서구,,,서구 복수동 976 초록2단지신계어린이공원4거리,,36.30084,127.378597,신설,주거지,신설주거지
279,279,서구,,,서구 복수동 과학기술대학앞(혜천대),,36.304301,127.374939,신설,주거지,신설주거지
280,280,서구,,,서구 변동 5거리,,36.328656,127.381371,신설,상업지구,신설상업지구
281,281,서구,,,서구 괴정동 주민센타,,36.337172,127.382086,신설,주거지,신설주거지
282,282,서구,,,서구 내동 코오롱@,,36.33617,127.369993,신설,주거지,신설주거지
283,283,서구,,,서구 갈마동362-4 하나은행근처,,36.347543,127.36964,신설,상업지구,신설상업지구
284,284,유성구,,,유성구 송강동 송강1단지앞 휴먼시아2차앞 3거리,,36.440196,127.384284,신설,상업지구,신설상업지구
285,285,유성구,,,유성구 송강프라자앞,,36.435623,127.386962,신설,상업지구,신설상업지구
286,286,유성구,,,유성구 용산동568 예수희망구족 교회 근처,,36.422429,127.39659,신설,상업지구,신설상업지구
287,287,유성구,,,유성구 화암동 194-19 만남의광장,,36.41663,127.376535,신설,상업지구,신설상업지구
288,288,유성구,,,유성구 하기동 송림5단지 6단지 근처,,36.39011,127.331048,신설,주거지,신설주거지
289,289,유성구,,,유성구 하기동 하기초등학교,,36.387779,127.322128,신설,주거지,신설주거지
290,290,유성구,,,유성구 노은동598 동신수산근처,,36.367279,127.321892,신설,상업지구,신설상업지구
291,291,유성구,,,유성구 죽동 773 (죽동택지개발지구내 새마을금고근처사거리),,36.370367,127.337965,신설,상업지구,신설상업지구
292,292,유성구,,,유성구 지족동 노은3지구 대전새미래초등학교앞 (말고개3거리),,36.381605,127.30223,신설,주거지,신설주거지
293,293,유성구,,,유성구 계산동 학하지구 오투그란데미학@ 진잠농협앞,,36.32639,127.303913,신설,주거지,신설주거지
294,294,유성구,,,유성구 복용동 삼거리,,36.343887,127.315197,신설,상업지구,신설상업지구
295,295,서구,,,둔산동캐피탈타워,,36.358255,127.386833,신설,상업지구,신설상업지구
296,296,서구,,,옥녀봉3거리,,36.325737,127.348002,신설,상업지구,신설상업지구
297,297,동구,,,성남동스마트뷰,,36.344124,127.433855,신설,주거지,신설주거지
298,298,대덕구,,,중리동 동사무소,,36.36055,127.426325,신설,주거지,신설주거지
299,299,유성구,,,노은3지구 4단지?,,36.377778,127.304509,신설,주거지,신설주거지
300,300,서구,,,갈마동 갈마육교,,36.351348,127.371829,신설,상업지구,신설상업지구
301,301,서구,,,관저5지구 ,,36.294935,127.336803,신설,상업지구,신설상업지구
302,302,동구,,,동구 삼성동 홍도육교오거리,,36.342486,127.42345,신설,상업지구,신설상업지구
303,303,서구,,,월평2동 정류장?,,36.362137,127.374263,신설,주거지,신설주거지
304,304,서구,,,도안신도시 12~14단지?,,36.331991,127.341083,신설,주거지,신설주거지
